Sample in Buffer,Sample in Window,TRIGGER,Aquila_SoC/RISCV_CORE0/BPU_Profiler/incorrect_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/mispred_penalty_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/total_branches_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/correct_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hits_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_misses_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/instruction_completed_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/fetch_pc_debug[31:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/execution_cycles_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/penalty_counting_debug
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX
0,0,0,12494010,269963483,13775964,277768363,000000004ce310c3,257469473,39962900,39962900,262873664,302836564,257469473,000000004ce310c3,00004d1c,000000005af85713,000000005af85712,0
1,1,0,12494010,269963483,13775964,277768364,000000004ce310c3,257469474,39962900,39962900,262873665,302836564,257469473,000000004ce310c4,00004d20,000000005af85714,000000005af85713,0
2,2,0,12494010,269963484,13775964,277768364,000000004ce310c4,257469474,39962900,39962900,262873665,302836565,257469474,000000004ce310c5,00004d20,000000005af85715,000000005af85714,0
3,3,0,12494010,269963484,13775964,277768364,000000004ce310c5,257469474,39962900,39962900,262873665,302836565,257469474,000000004ce310c5,00004d20,000000005af85715,000000005af85715,0
4,4,0,12494010,269963484,13775964,277768364,000000004ce310c5,257469474,39962900,39962900,262873665,302836565,257469474,000000004ce310c6,00004d18,000000005af85716,000000005af85715,0
5,5,0,12494010,269963484,13775964,277768364,000000004ce310c6,257469474,39962900,39962900,262873665,302836565,257469474,000000004ce310c6,00004d1c,000000005af85717,000000005af85716,0
6,6,0,12494010,269963484,13775964,277768365,000000004ce310c6,257469475,39962900,39962900,262873666,302836565,257469474,000000004ce310c7,00004d20,000000005af85718,000000005af85717,0
7,7,0,12494010,269963485,13775964,277768365,000000004ce310c7,257469475,39962900,39962900,262873666,302836566,257469475,000000004ce310c8,00004d20,000000005af85719,000000005af85718,0
8,8,0,12494010,269963485,13775964,277768365,000000004ce310c8,257469475,39962900,39962900,262873666,302836566,257469475,000000004ce310c8,00004d20,000000005af85719,000000005af85719,0
9,9,0,12494010,269963485,13775964,277768365,000000004ce310c8,257469475,39962900,39962900,262873666,302836566,257469475,000000004ce310c9,00004d18,000000005af8571a,000000005af85719,0
10,10,0,12494010,269963485,13775964,277768365,000000004ce310c9,257469475,39962900,39962900,262873666,302836566,257469475,000000004ce310c9,00004d1c,000000005af8571b,000000005af8571a,0
11,11,0,12494010,269963485,13775964,277768366,000000004ce310c9,257469476,39962900,39962900,262873667,302836566,257469475,000000004ce310ca,00004d20,000000005af8571c,000000005af8571b,0
12,12,0,12494010,269963486,13775964,277768366,000000004ce310ca,257469476,39962900,39962900,262873667,302836567,257469476,000000004ce310cb,00004d20,000000005af8571d,000000005af8571c,0
13,13,0,12494010,269963486,13775964,277768366,000000004ce310cb,257469476,39962900,39962900,262873667,302836567,257469476,000000004ce310cb,00004d20,000000005af8571d,000000005af8571d,0
14,14,0,12494010,269963486,13775964,277768366,000000004ce310cb,257469476,39962900,39962900,262873667,302836567,257469476,000000004ce310cc,00004d18,000000005af8571e,000000005af8571d,0
15,15,0,12494010,269963486,13775964,277768366,000000004ce310cc,257469476,39962900,39962900,262873667,302836567,257469476,000000004ce310cc,00004d1c,000000005af8571f,000000005af8571e,0
16,16,0,12494010,269963486,13775964,277768367,000000004ce310cc,257469477,39962900,39962900,262873668,302836567,257469476,000000004ce310cd,00004d20,000000005af85720,000000005af8571f,0
17,17,0,12494010,269963487,13775964,277768367,000000004ce310cd,257469477,39962900,39962900,262873668,302836568,257469477,000000004ce310ce,00004d20,000000005af85721,000000005af85720,0
18,18,0,12494010,269963487,13775964,277768367,000000004ce310ce,257469477,39962900,39962900,262873668,302836568,257469477,000000004ce310ce,00004d20,000000005af85721,000000005af85721,0
19,19,0,12494010,269963487,13775964,277768367,000000004ce310ce,257469477,39962900,39962900,262873668,302836568,257469477,000000004ce310cf,00004d18,000000005af85722,000000005af85721,0
20,20,0,12494010,269963487,13775964,277768367,000000004ce310cf,257469477,39962900,39962900,262873668,302836568,257469477,000000004ce310cf,00004d1c,000000005af85723,000000005af85722,0
21,21,0,12494010,269963487,13775964,277768368,000000004ce310cf,257469478,39962900,39962900,262873669,302836568,257469477,000000004ce310d0,00004d20,000000005af85724,000000005af85723,0
22,22,0,12494010,269963488,13775964,277768368,000000004ce310d0,257469478,39962900,39962900,262873669,302836569,257469478,000000004ce310d1,00004d20,000000005af85725,000000005af85724,0
23,23,0,12494010,269963488,13775964,277768368,000000004ce310d1,257469478,39962900,39962900,262873669,302836569,257469478,000000004ce310d1,00004d20,000000005af85725,000000005af85725,0
24,24,0,12494010,269963488,13775964,277768368,000000004ce310d1,257469478,39962900,39962900,262873669,302836569,257469478,000000004ce310d2,00004d18,000000005af85726,000000005af85725,0
25,25,0,12494010,269963488,13775964,277768368,000000004ce310d2,257469478,39962900,39962900,262873669,302836569,257469478,000000004ce310d2,00004d1c,000000005af85727,000000005af85726,0
26,26,0,12494010,269963488,13775964,277768369,000000004ce310d2,257469479,39962900,39962900,262873670,302836569,257469478,000000004ce310d3,00004d20,000000005af85728,000000005af85727,0
27,27,0,12494010,269963489,13775964,277768369,000000004ce310d3,257469479,39962900,39962900,262873670,302836570,257469479,000000004ce310d4,00004d20,000000005af85729,000000005af85728,0
28,28,0,12494010,269963489,13775964,277768369,000000004ce310d4,257469479,39962900,39962900,262873670,302836570,257469479,000000004ce310d4,00004d20,000000005af85729,000000005af85729,0
29,29,0,12494010,269963489,13775964,277768369,000000004ce310d4,257469479,39962900,39962900,262873670,302836570,257469479,000000004ce310d5,00004d18,000000005af8572a,000000005af85729,0
30,30,0,12494010,269963489,13775964,277768369,000000004ce310d5,257469479,39962900,39962900,262873670,302836570,257469479,000000004ce310d5,00004d1c,000000005af8572b,000000005af8572a,0
31,31,0,12494010,269963489,13775964,277768370,000000004ce310d5,257469480,39962900,39962900,262873671,302836570,257469479,000000004ce310d6,00004d20,000000005af8572c,000000005af8572b,0
32,32,0,12494010,269963490,13775964,277768370,000000004ce310d6,257469480,39962900,39962900,262873671,302836571,257469480,000000004ce310d7,00004d20,000000005af8572d,000000005af8572c,0
33,33,0,12494010,269963490,13775964,277768370,000000004ce310d7,257469480,39962900,39962900,262873671,302836571,257469480,000000004ce310d7,00004d20,000000005af8572d,000000005af8572d,0
34,34,0,12494010,269963490,13775964,277768370,000000004ce310d7,257469480,39962900,39962900,262873671,302836571,257469480,000000004ce310d8,00004d18,000000005af8572e,000000005af8572d,0
35,35,0,12494010,269963490,13775964,277768370,000000004ce310d8,257469480,39962900,39962900,262873671,302836571,257469480,000000004ce310d8,00004d1c,000000005af8572f,000000005af8572e,0
36,36,0,12494010,269963490,13775964,277768371,000000004ce310d8,257469481,39962900,39962900,262873672,302836571,257469480,000000004ce310d9,00004d20,000000005af85730,000000005af8572f,0
37,37,0,12494010,269963491,13775964,277768371,000000004ce310d9,257469481,39962900,39962900,262873672,302836572,257469481,000000004ce310da,00004d20,000000005af85731,000000005af85730,0
38,38,0,12494010,269963491,13775964,277768371,000000004ce310da,257469481,39962900,39962900,262873672,302836572,257469481,000000004ce310da,00004d20,000000005af85731,000000005af85731,0
39,39,0,12494010,269963491,13775964,277768371,000000004ce310da,257469481,39962900,39962900,262873672,302836572,257469481,000000004ce310db,00004d18,000000005af85732,000000005af85731,0
40,40,0,12494010,269963491,13775964,277768371,000000004ce310db,257469481,39962900,39962900,262873672,302836572,257469481,000000004ce310db,00004d1c,000000005af85733,000000005af85732,0
41,41,0,12494010,269963491,13775964,277768372,000000004ce310db,257469482,39962900,39962900,262873673,302836572,257469481,000000004ce310dc,00004d20,000000005af85734,000000005af85733,0
42,42,0,12494010,269963492,13775964,277768372,000000004ce310dc,257469482,39962900,39962900,262873673,302836573,257469482,000000004ce310dd,00004d20,000000005af85735,000000005af85734,0
43,43,0,12494010,269963492,13775964,277768372,000000004ce310dd,257469482,39962900,39962900,262873673,302836573,257469482,000000004ce310dd,00004d20,000000005af85735,000000005af85735,0
44,44,0,12494010,269963492,13775964,277768372,000000004ce310dd,257469482,39962900,39962900,262873673,302836573,257469482,000000004ce310de,00004d18,000000005af85736,000000005af85735,0
45,45,0,12494010,269963492,13775964,277768372,000000004ce310de,257469482,39962900,39962900,262873673,302836573,257469482,000000004ce310de,00004d1c,000000005af85737,000000005af85736,0
46,46,0,12494010,269963492,13775964,277768373,000000004ce310de,257469483,39962900,39962900,262873674,302836573,257469482,000000004ce310df,00004d20,000000005af85738,000000005af85737,0
47,47,0,12494010,269963493,13775964,277768373,000000004ce310df,257469483,39962900,39962900,262873674,302836574,257469483,000000004ce310e0,00004d20,000000005af85739,000000005af85738,0
48,48,0,12494010,269963493,13775964,277768373,000000004ce310e0,257469483,39962900,39962900,262873674,302836574,257469483,000000004ce310e0,00004d20,000000005af85739,000000005af85739,0
49,49,0,12494010,269963493,13775964,277768373,000000004ce310e0,257469483,39962900,39962900,262873674,302836574,257469483,000000004ce310e1,00004d18,000000005af8573a,000000005af85739,0
50,50,0,12494010,269963493,13775964,277768373,000000004ce310e1,257469483,39962900,39962900,262873674,302836574,257469483,000000004ce310e1,00004d1c,000000005af8573b,000000005af8573a,0
51,51,0,12494010,269963493,13775964,277768374,000000004ce310e1,257469484,39962900,39962900,262873675,302836574,257469483,000000004ce310e2,00004d20,000000005af8573c,000000005af8573b,0
52,52,0,12494010,269963494,13775964,277768374,000000004ce310e2,257469484,39962900,39962900,262873675,302836575,257469484,000000004ce310e3,00004d20,000000005af8573d,000000005af8573c,0
53,53,0,12494010,269963494,13775964,277768374,000000004ce310e3,257469484,39962900,39962900,262873675,302836575,257469484,000000004ce310e3,00004d20,000000005af8573d,000000005af8573d,0
54,54,0,12494010,269963494,13775964,277768374,000000004ce310e3,257469484,39962900,39962900,262873675,302836575,257469484,000000004ce310e4,00004d18,000000005af8573e,000000005af8573d,0
55,55,0,12494010,269963494,13775964,277768374,000000004ce310e4,257469484,39962900,39962900,262873675,302836575,257469484,000000004ce310e4,00004d1c,000000005af8573f,000000005af8573e,0
56,56,0,12494010,269963494,13775964,277768375,000000004ce310e4,257469485,39962900,39962900,262873676,302836575,257469484,000000004ce310e5,00004d20,000000005af85740,000000005af8573f,0
57,57,0,12494010,269963495,13775964,277768375,000000004ce310e5,257469485,39962900,39962900,262873676,302836576,257469485,000000004ce310e6,00004d20,000000005af85741,000000005af85740,0
58,58,0,12494010,269963495,13775964,277768375,000000004ce310e6,257469485,39962900,39962900,262873676,302836576,257469485,000000004ce310e6,00004d20,000000005af85741,000000005af85741,0
59,59,0,12494010,269963495,13775964,277768375,000000004ce310e6,257469485,39962900,39962900,262873676,302836576,257469485,000000004ce310e7,00004d18,000000005af85742,000000005af85741,0
60,60,0,12494010,269963495,13775964,277768375,000000004ce310e7,257469485,39962900,39962900,262873676,302836576,257469485,000000004ce310e7,00004d1c,000000005af85743,000000005af85742,0
61,61,0,12494010,269963495,13775964,277768376,000000004ce310e7,257469486,39962900,39962900,262873677,302836576,257469485,000000004ce310e8,00004d20,000000005af85744,000000005af85743,0
62,62,0,12494010,269963496,13775964,277768376,000000004ce310e8,257469486,39962900,39962900,262873677,302836577,257469486,000000004ce310e9,00004d20,000000005af85745,000000005af85744,0
63,63,0,12494010,269963496,13775964,277768376,000000004ce310e9,257469486,39962900,39962900,262873677,302836577,257469486,000000004ce310e9,00004d20,000000005af85745,000000005af85745,0
64,64,0,12494010,269963496,13775964,277768376,000000004ce310e9,257469486,39962900,39962900,262873677,302836577,257469486,000000004ce310ea,00004d18,000000005af85746,000000005af85745,0
65,65,0,12494010,269963496,13775964,277768376,000000004ce310ea,257469486,39962900,39962900,262873677,302836577,257469486,000000004ce310ea,00004d1c,000000005af85747,000000005af85746,0
66,66,0,12494010,269963496,13775964,277768377,000000004ce310ea,257469487,39962900,39962900,262873678,302836577,257469486,000000004ce310eb,00004d20,000000005af85748,000000005af85747,0
67,67,0,12494010,269963497,13775964,277768377,000000004ce310eb,257469487,39962900,39962900,262873678,302836578,257469487,000000004ce310ec,00004d20,000000005af85749,000000005af85748,0
68,68,0,12494010,269963497,13775964,277768377,000000004ce310ec,257469487,39962900,39962900,262873678,302836578,257469487,000000004ce310ec,00004d20,000000005af85749,000000005af85749,0
69,69,0,12494010,269963497,13775964,277768377,000000004ce310ec,257469487,39962900,39962900,262873678,302836578,257469487,000000004ce310ed,00004d18,000000005af8574a,000000005af85749,0
70,70,0,12494010,269963497,13775964,277768377,000000004ce310ed,257469487,39962900,39962900,262873678,302836578,257469487,000000004ce310ed,00004d1c,000000005af8574b,000000005af8574a,0
71,71,0,12494010,269963497,13775964,277768378,000000004ce310ed,257469488,39962900,39962900,262873679,302836578,257469487,000000004ce310ee,00004d20,000000005af8574c,000000005af8574b,0
72,72,0,12494010,269963498,13775964,277768378,000000004ce310ee,257469488,39962900,39962900,262873679,302836579,257469488,000000004ce310ef,00004d20,000000005af8574d,000000005af8574c,0
73,73,0,12494010,269963498,13775964,277768378,000000004ce310ef,257469488,39962900,39962900,262873679,302836579,257469488,000000004ce310ef,00004d20,000000005af8574d,000000005af8574d,0
74,74,0,12494010,269963498,13775964,277768378,000000004ce310ef,257469488,39962900,39962900,262873679,302836579,257469488,000000004ce310f0,00004d18,000000005af8574e,000000005af8574d,0
75,75,0,12494010,269963498,13775964,277768378,000000004ce310f0,257469488,39962900,39962900,262873679,302836579,257469488,000000004ce310f0,00004d1c,000000005af8574f,000000005af8574e,0
76,76,0,12494010,269963498,13775964,277768379,000000004ce310f0,257469489,39962900,39962900,262873680,302836579,257469488,000000004ce310f1,00004d20,000000005af85750,000000005af8574f,0
77,77,0,12494010,269963499,13775964,277768379,000000004ce310f1,257469489,39962900,39962900,262873680,302836580,257469489,000000004ce310f2,00004d20,000000005af85751,000000005af85750,0
78,78,0,12494010,269963499,13775964,277768379,000000004ce310f2,257469489,39962900,39962900,262873680,302836580,257469489,000000004ce310f2,00004d20,000000005af85751,000000005af85751,0
79,79,0,12494010,269963499,13775964,277768379,000000004ce310f2,257469489,39962900,39962900,262873680,302836580,257469489,000000004ce310f3,00004d18,000000005af85752,000000005af85751,0
80,80,0,12494010,269963499,13775964,277768379,000000004ce310f3,257469489,39962900,39962900,262873680,302836580,257469489,000000004ce310f3,00004d1c,000000005af85753,000000005af85752,0
81,81,0,12494010,269963499,13775964,277768380,000000004ce310f3,257469490,39962900,39962900,262873681,302836580,257469489,000000004ce310f4,00004d20,000000005af85754,000000005af85753,0
82,82,0,12494010,269963500,13775964,277768380,000000004ce310f4,257469490,39962900,39962900,262873681,302836581,257469490,000000004ce310f5,00004d20,000000005af85755,000000005af85754,0
83,83,0,12494010,269963500,13775964,277768380,000000004ce310f5,257469490,39962900,39962900,262873681,302836581,257469490,000000004ce310f5,00004d20,000000005af85755,000000005af85755,0
84,84,0,12494010,269963500,13775964,277768380,000000004ce310f5,257469490,39962900,39962900,262873681,302836581,257469490,000000004ce310f6,00004d18,000000005af85756,000000005af85755,0
85,85,0,12494010,269963500,13775964,277768380,000000004ce310f6,257469490,39962900,39962900,262873681,302836581,257469490,000000004ce310f6,00004d1c,000000005af85757,000000005af85756,0
86,86,0,12494010,269963500,13775964,277768381,000000004ce310f6,257469491,39962900,39962900,262873682,302836581,257469490,000000004ce310f7,00004d20,000000005af85758,000000005af85757,0
87,87,0,12494010,269963501,13775964,277768381,000000004ce310f7,257469491,39962900,39962900,262873682,302836582,257469491,000000004ce310f8,00004d20,000000005af85759,000000005af85758,0
88,88,0,12494010,269963501,13775964,277768381,000000004ce310f8,257469491,39962900,39962900,262873682,302836582,257469491,000000004ce310f8,00004d20,000000005af85759,000000005af85759,0
89,89,0,12494010,269963501,13775964,277768381,000000004ce310f8,257469491,39962900,39962900,262873682,302836582,257469491,000000004ce310f9,00004d18,000000005af8575a,000000005af85759,0
90,90,0,12494010,269963501,13775964,277768381,000000004ce310f9,257469491,39962900,39962900,262873682,302836582,257469491,000000004ce310f9,00004d1c,000000005af8575b,000000005af8575a,0
91,91,0,12494010,269963501,13775964,277768382,000000004ce310f9,257469492,39962900,39962900,262873683,302836582,257469491,000000004ce310fa,00004d20,000000005af8575c,000000005af8575b,0
92,92,0,12494010,269963502,13775964,277768382,000000004ce310fa,257469492,39962900,39962900,262873683,302836583,257469492,000000004ce310fb,00004d20,000000005af8575d,000000005af8575c,0
93,93,0,12494010,269963502,13775964,277768382,000000004ce310fb,257469492,39962900,39962900,262873683,302836583,257469492,000000004ce310fb,00004d20,000000005af8575d,000000005af8575d,0
94,94,0,12494010,269963502,13775964,277768382,000000004ce310fb,257469492,39962900,39962900,262873683,302836583,257469492,000000004ce310fc,00004d18,000000005af8575e,000000005af8575d,0
95,95,0,12494010,269963502,13775964,277768382,000000004ce310fc,257469492,39962900,39962900,262873683,302836583,257469492,000000004ce310fc,00004d1c,000000005af8575f,000000005af8575e,0
96,96,0,12494010,269963502,13775964,277768383,000000004ce310fc,257469493,39962900,39962900,262873684,302836583,257469492,000000004ce310fd,00004d20,000000005af85760,000000005af8575f,0
97,97,0,12494010,269963503,13775964,277768383,000000004ce310fd,257469493,39962900,39962900,262873684,302836584,257469493,000000004ce310fe,00004d20,000000005af85761,000000005af85760,0
98,98,0,12494010,269963503,13775964,277768383,000000004ce310fe,257469493,39962900,39962900,262873684,302836584,257469493,000000004ce310fe,00004d20,000000005af85761,000000005af85761,0
99,99,0,12494010,269963503,13775964,277768383,000000004ce310fe,257469493,39962900,39962900,262873684,302836584,257469493,000000004ce310ff,00004d18,000000005af85762,000000005af85761,0
100,100,0,12494010,269963503,13775964,277768383,000000004ce310ff,257469493,39962900,39962900,262873684,302836584,257469493,000000004ce310ff,00004d1c,000000005af85763,000000005af85762,0
101,101,0,12494010,269963503,13775964,277768384,000000004ce310ff,257469494,39962900,39962900,262873685,302836584,257469493,000000004ce31100,00004d20,000000005af85764,000000005af85763,0
102,102,0,12494010,269963504,13775964,277768384,000000004ce31100,257469494,39962900,39962900,262873685,302836585,257469494,000000004ce31101,00004d20,000000005af85765,000000005af85764,0
103,103,0,12494010,269963504,13775964,277768384,000000004ce31101,257469494,39962900,39962900,262873685,302836585,257469494,000000004ce31101,00004d20,000000005af85765,000000005af85765,0
104,104,0,12494010,269963504,13775964,277768384,000000004ce31101,257469494,39962900,39962900,262873685,302836585,257469494,000000004ce31102,00004d18,000000005af85766,000000005af85765,0
105,105,0,12494010,269963504,13775964,277768384,000000004ce31102,257469494,39962900,39962900,262873685,302836585,257469494,000000004ce31102,00004d1c,000000005af85767,000000005af85766,0
106,106,0,12494010,269963504,13775964,277768385,000000004ce31102,257469495,39962900,39962900,262873686,302836585,257469494,000000004ce31103,00004d20,000000005af85768,000000005af85767,0
107,107,0,12494010,269963505,13775964,277768385,000000004ce31103,257469495,39962900,39962900,262873686,302836586,257469495,000000004ce31104,00004d20,000000005af85769,000000005af85768,0
108,108,0,12494010,269963505,13775964,277768385,000000004ce31104,257469495,39962900,39962900,262873686,302836586,257469495,000000004ce31104,00004d20,000000005af85769,000000005af85769,0
109,109,0,12494010,269963505,13775964,277768385,000000004ce31104,257469495,39962900,39962900,262873686,302836586,257469495,000000004ce31105,00004d18,000000005af8576a,000000005af85769,0
110,110,0,12494010,269963505,13775964,277768385,000000004ce31105,257469495,39962900,39962900,262873686,302836586,257469495,000000004ce31105,00004d1c,000000005af8576b,000000005af8576a,0
111,111,0,12494010,269963505,13775964,277768386,000000004ce31105,257469496,39962900,39962900,262873687,302836586,257469495,000000004ce31106,00004d20,000000005af8576c,000000005af8576b,0
112,112,0,12494010,269963506,13775964,277768386,000000004ce31106,257469496,39962900,39962900,262873687,302836587,257469496,000000004ce31107,00004d20,000000005af8576d,000000005af8576c,0
113,113,0,12494010,269963506,13775964,277768386,000000004ce31107,257469496,39962900,39962900,262873687,302836587,257469496,000000004ce31107,00004d20,000000005af8576d,000000005af8576d,0
114,114,0,12494010,269963506,13775964,277768386,000000004ce31107,257469496,39962900,39962900,262873687,302836587,257469496,000000004ce31108,00004d18,000000005af8576e,000000005af8576d,0
115,115,0,12494010,269963506,13775964,277768386,000000004ce31108,257469496,39962900,39962900,262873687,302836587,257469496,000000004ce31108,00004d1c,000000005af8576f,000000005af8576e,0
116,116,0,12494010,269963506,13775964,277768387,000000004ce31108,257469497,39962900,39962900,262873688,302836587,257469496,000000004ce31109,00004d20,000000005af85770,000000005af8576f,0
117,117,0,12494010,269963507,13775964,277768387,000000004ce31109,257469497,39962900,39962900,262873688,302836588,257469497,000000004ce3110a,00004d20,000000005af85771,000000005af85770,0
118,118,0,12494010,269963507,13775964,277768387,000000004ce3110a,257469497,39962900,39962900,262873688,302836588,257469497,000000004ce3110a,00004d20,000000005af85771,000000005af85771,0
119,119,0,12494010,269963507,13775964,277768387,000000004ce3110a,257469497,39962900,39962900,262873688,302836588,257469497,000000004ce3110b,00004d18,000000005af85772,000000005af85771,0
120,120,0,12494010,269963507,13775964,277768387,000000004ce3110b,257469497,39962900,39962900,262873688,302836588,257469497,000000004ce3110b,00004d1c,000000005af85773,000000005af85772,0
121,121,0,12494010,269963507,13775964,277768388,000000004ce3110b,257469498,39962900,39962900,262873689,302836588,257469497,000000004ce3110c,00004d20,000000005af85774,000000005af85773,0
122,122,0,12494010,269963508,13775964,277768388,000000004ce3110c,257469498,39962900,39962900,262873689,302836589,257469498,000000004ce3110d,00004d20,000000005af85775,000000005af85774,0
123,123,0,12494010,269963508,13775964,277768388,000000004ce3110d,257469498,39962900,39962900,262873689,302836589,257469498,000000004ce3110d,00004d20,000000005af85775,000000005af85775,0
124,124,0,12494010,269963508,13775964,277768388,000000004ce3110d,257469498,39962900,39962900,262873689,302836589,257469498,000000004ce3110e,00004d18,000000005af85776,000000005af85775,0
125,125,0,12494010,269963508,13775964,277768388,000000004ce3110e,257469498,39962900,39962900,262873689,302836589,257469498,000000004ce3110e,00004d1c,000000005af85777,000000005af85776,0
126,126,0,12494010,269963508,13775964,277768389,000000004ce3110e,257469499,39962900,39962900,262873690,302836589,257469498,000000004ce3110f,00004d20,000000005af85778,000000005af85777,0
127,127,0,12494010,269963509,13775964,277768389,000000004ce3110f,257469499,39962900,39962900,262873690,302836590,257469499,000000004ce31110,00004d20,000000005af85779,000000005af85778,0
128,128,0,12494010,269963509,13775964,277768389,000000004ce31110,257469499,39962900,39962900,262873690,302836590,257469499,000000004ce31110,00004d20,000000005af85779,000000005af85779,0
129,129,0,12494010,269963509,13775964,277768389,000000004ce31110,257469499,39962900,39962900,262873690,302836590,257469499,000000004ce31111,00004d18,000000005af8577a,000000005af85779,0
130,130,0,12494010,269963509,13775964,277768389,000000004ce31111,257469499,39962900,39962900,262873690,302836590,257469499,000000004ce31111,00004d1c,000000005af8577b,000000005af8577a,0
131,131,0,12494010,269963509,13775964,277768390,000000004ce31111,257469500,39962900,39962900,262873691,302836590,257469499,000000004ce31112,00004d20,000000005af8577c,000000005af8577b,0
132,132,0,12494010,269963510,13775964,277768390,000000004ce31112,257469500,39962900,39962900,262873691,302836591,257469500,000000004ce31113,00004d20,000000005af8577d,000000005af8577c,0
133,133,0,12494010,269963510,13775964,277768390,000000004ce31113,257469500,39962900,39962900,262873691,302836591,257469500,000000004ce31113,00004d20,000000005af8577d,000000005af8577d,0
134,134,0,12494010,269963510,13775964,277768390,000000004ce31113,257469500,39962900,39962900,262873691,302836591,257469500,000000004ce31114,00004d18,000000005af8577e,000000005af8577d,0
135,135,0,12494010,269963510,13775964,277768390,000000004ce31114,257469500,39962900,39962900,262873691,302836591,257469500,000000004ce31114,00004d1c,000000005af8577f,000000005af8577e,0
136,136,0,12494010,269963510,13775964,277768391,000000004ce31114,257469501,39962900,39962900,262873692,302836591,257469500,000000004ce31115,00004d20,000000005af85780,000000005af8577f,0
137,137,0,12494010,269963511,13775964,277768391,000000004ce31115,257469501,39962900,39962900,262873692,302836592,257469501,000000004ce31116,00004d20,000000005af85781,000000005af85780,0
138,138,0,12494010,269963511,13775964,277768391,000000004ce31116,257469501,39962900,39962900,262873692,302836592,257469501,000000004ce31116,00004d20,000000005af85781,000000005af85781,0
139,139,0,12494010,269963511,13775964,277768391,000000004ce31116,257469501,39962900,39962900,262873692,302836592,257469501,000000004ce31117,00004d18,000000005af85782,000000005af85781,0
140,140,0,12494010,269963511,13775964,277768391,000000004ce31117,257469501,39962900,39962900,262873692,302836592,257469501,000000004ce31117,00004d1c,000000005af85783,000000005af85782,0
141,141,0,12494010,269963511,13775964,277768392,000000004ce31117,257469502,39962900,39962900,262873693,302836592,257469501,000000004ce31118,00004d20,000000005af85784,000000005af85783,0
142,142,0,12494010,269963512,13775964,277768392,000000004ce31118,257469502,39962900,39962900,262873693,302836593,257469502,000000004ce31119,00004d20,000000005af85785,000000005af85784,0
143,143,0,12494010,269963512,13775964,277768392,000000004ce31119,257469502,39962900,39962900,262873693,302836593,257469502,000000004ce31119,00004d20,000000005af85785,000000005af85785,0
144,144,0,12494010,269963512,13775964,277768392,000000004ce31119,257469502,39962900,39962900,262873693,302836593,257469502,000000004ce3111a,00004d18,000000005af85786,000000005af85785,0
145,145,0,12494010,269963512,13775964,277768392,000000004ce3111a,257469502,39962900,39962900,262873693,302836593,257469502,000000004ce3111a,00004d1c,000000005af85787,000000005af85786,0
146,146,0,12494010,269963512,13775964,277768393,000000004ce3111a,257469503,39962900,39962900,262873694,302836593,257469502,000000004ce3111b,00004d20,000000005af85788,000000005af85787,0
147,147,0,12494010,269963513,13775964,277768393,000000004ce3111b,257469503,39962900,39962900,262873694,302836594,257469503,000000004ce3111c,00004d20,000000005af85789,000000005af85788,0
148,148,0,12494010,269963513,13775964,277768393,000000004ce3111c,257469503,39962900,39962900,262873694,302836594,257469503,000000004ce3111c,00004d20,000000005af85789,000000005af85789,0
149,149,0,12494010,269963513,13775964,277768393,000000004ce3111c,257469503,39962900,39962900,262873694,302836594,257469503,000000004ce3111d,00004d18,000000005af8578a,000000005af85789,0
150,150,0,12494010,269963513,13775964,277768393,000000004ce3111d,257469503,39962900,39962900,262873694,302836594,257469503,000000004ce3111d,00004d1c,000000005af8578b,000000005af8578a,0
151,151,0,12494010,269963513,13775964,277768394,000000004ce3111d,257469504,39962900,39962900,262873695,302836594,257469503,000000004ce3111e,00004d20,000000005af8578c,000000005af8578b,0
152,152,0,12494010,269963514,13775964,277768394,000000004ce3111e,257469504,39962900,39962900,262873695,302836595,257469504,000000004ce3111f,00004d20,000000005af8578d,000000005af8578c,0
153,153,0,12494010,269963514,13775964,277768394,000000004ce3111f,257469504,39962900,39962900,262873695,302836595,257469504,000000004ce3111f,00004d20,000000005af8578d,000000005af8578d,0
