Sample in Buffer,Sample in Window,TRIGGER,Aquila_SoC/RISCV_CORE0/BPU_Profiler/incorrect_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/mispred_penalty_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/total_branches_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/correct_predictions_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hits_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_misses_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/bht_hit_rate_denominator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/prediction_accuracy_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/instruction_completed_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/fetch_pc_debug[31:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/execution_cycles_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/cpi_numerator_debug[63:0],Aquila_SoC/RISCV_CORE0/BPU_Profiler/penalty_counting_debug
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX
3801,3801,0,12494012,269964218,13775966,277769108,000000004ce3199d,257470207,39962902,39962902,262874398,302837299,257470206,000000004ce3199e,00000604,000000005af862e4,000000005af862e3,0
3802,3802,0,12494012,269964219,13775966,277769108,000000004ce3199e,257470207,39962902,39962902,262874398,302837300,257470207,000000004ce3199f,00000604,000000005af862e5,000000005af862e4,0
3803,3803,0,12494012,269964219,13775966,277769108,000000004ce3199f,257470207,39962902,39962902,262874398,302837300,257470207,000000004ce3199f,00000604,000000005af862e5,000000005af862e5,0
3804,3804,0,12494012,269964219,13775966,277769108,000000004ce3199f,257470207,39962902,39962902,262874398,302837300,257470207,000000004ce319a0,000005fc,000000005af862e6,000000005af862e5,0
3805,3805,0,12494012,269964219,13775966,277769108,000000004ce319a0,257470207,39962902,39962902,262874398,302837300,257470207,000000004ce319a0,00000600,000000005af862e7,000000005af862e6,0
3806,3806,0,12494012,269964219,13775966,277769109,000000004ce319a0,257470208,39962902,39962902,262874399,302837300,257470207,000000004ce319a1,00000604,000000005af862e8,000000005af862e7,0
3807,3807,0,12494012,269964220,13775966,277769109,000000004ce319a1,257470208,39962902,39962902,262874399,302837301,257470208,000000004ce319a2,00000604,000000005af862e9,000000005af862e8,0
3808,3808,0,12494012,269964220,13775966,277769109,000000004ce319a2,257470208,39962902,39962902,262874399,302837301,257470208,000000004ce319a2,00000604,000000005af862e9,000000005af862e9,0
3809,3809,0,12494012,269964220,13775966,277769109,000000004ce319a2,257470208,39962902,39962902,262874399,302837301,257470208,000000004ce319a3,000005fc,000000005af862ea,000000005af862e9,0
3810,3810,0,12494012,269964220,13775966,277769109,000000004ce319a3,257470208,39962902,39962902,262874399,302837301,257470208,000000004ce319a3,00000600,000000005af862eb,000000005af862ea,0
3811,3811,0,12494012,269964220,13775966,277769110,000000004ce319a3,257470209,39962902,39962902,262874400,302837301,257470208,000000004ce319a4,00000604,000000005af862ec,000000005af862eb,0
3812,3812,0,12494012,269964221,13775966,277769110,000000004ce319a4,257470209,39962902,39962902,262874400,302837302,257470209,000000004ce319a5,00000604,000000005af862ed,000000005af862ec,0
3813,3813,0,12494012,269964221,13775966,277769110,000000004ce319a5,257470209,39962902,39962902,262874400,302837302,257470209,000000004ce319a5,00000604,000000005af862ed,000000005af862ed,0
3814,3814,0,12494012,269964221,13775966,277769110,000000004ce319a5,257470209,39962902,39962902,262874400,302837302,257470209,000000004ce319a6,000005fc,000000005af862ee,000000005af862ed,0
3815,3815,0,12494012,269964221,13775966,277769110,000000004ce319a6,257470209,39962902,39962902,262874400,302837302,257470209,000000004ce319a6,00000600,000000005af862ef,000000005af862ee,0
3816,3816,0,12494012,269964221,13775966,277769111,000000004ce319a6,257470210,39962902,39962902,262874401,302837302,257470209,000000004ce319a7,00000604,000000005af862f0,000000005af862ef,0
3817,3817,0,12494012,269964222,13775966,277769111,000000004ce319a7,257470210,39962902,39962902,262874401,302837303,257470210,000000004ce319a8,00000604,000000005af862f1,000000005af862f0,0
3818,3818,0,12494012,269964222,13775966,277769111,000000004ce319a8,257470210,39962902,39962902,262874401,302837303,257470210,000000004ce319a8,00000604,000000005af862f1,000000005af862f1,0
3819,3819,0,12494012,269964222,13775966,277769111,000000004ce319a8,257470210,39962902,39962902,262874401,302837303,257470210,000000004ce319a9,000005fc,000000005af862f2,000000005af862f1,0
3820,3820,0,12494012,269964222,13775966,277769111,000000004ce319a9,257470210,39962902,39962902,262874401,302837303,257470210,000000004ce319a9,00000600,000000005af862f3,000000005af862f2,0
3821,3821,0,12494012,269964222,13775966,277769112,000000004ce319a9,257470211,39962902,39962902,262874402,302837303,257470210,000000004ce319aa,00000604,000000005af862f4,000000005af862f3,0
3822,3822,0,12494012,269964223,13775966,277769112,000000004ce319aa,257470211,39962902,39962902,262874402,302837304,257470211,000000004ce319ab,00000604,000000005af862f5,000000005af862f4,0
3823,3823,0,12494012,269964223,13775966,277769112,000000004ce319ab,257470211,39962902,39962902,262874402,302837304,257470211,000000004ce319ab,00000604,000000005af862f5,000000005af862f5,0
3824,3824,0,12494012,269964223,13775966,277769112,000000004ce319ab,257470211,39962902,39962902,262874402,302837304,257470211,000000004ce319ac,000005fc,000000005af862f6,000000005af862f5,0
3825,3825,0,12494012,269964223,13775966,277769112,000000004ce319ac,257470211,39962902,39962902,262874402,302837304,257470211,000000004ce319ac,00000600,000000005af862f7,000000005af862f6,0
3826,3826,0,12494012,269964223,13775966,277769113,000000004ce319ac,257470212,39962902,39962902,262874403,302837304,257470211,000000004ce319ad,00000604,000000005af862f8,000000005af862f7,0
3827,3827,0,12494012,269964224,13775966,277769113,000000004ce319ad,257470212,39962902,39962902,262874403,302837305,257470212,000000004ce319ae,00000604,000000005af862f9,000000005af862f8,0
3828,3828,0,12494012,269964224,13775966,277769113,000000004ce319ae,257470212,39962902,39962902,262874403,302837305,257470212,000000004ce319ae,00000604,000000005af862f9,000000005af862f9,0
3829,3829,0,12494012,269964224,13775966,277769113,000000004ce319ae,257470212,39962902,39962902,262874403,302837305,257470212,000000004ce319af,000005fc,000000005af862fa,000000005af862f9,0
3830,3830,0,12494012,269964224,13775966,277769113,000000004ce319af,257470212,39962902,39962902,262874403,302837305,257470212,000000004ce319af,00000600,000000005af862fb,000000005af862fa,0
3831,3831,0,12494012,269964224,13775966,277769114,000000004ce319af,257470213,39962902,39962902,262874404,302837305,257470212,000000004ce319b0,00000604,000000005af862fc,000000005af862fb,0
3832,3832,0,12494012,269964225,13775966,277769114,000000004ce319b0,257470213,39962902,39962902,262874404,302837306,257470213,000000004ce319b1,00000604,000000005af862fd,000000005af862fc,0
3833,3833,0,12494012,269964225,13775966,277769114,000000004ce319b1,257470213,39962902,39962902,262874404,302837306,257470213,000000004ce319b1,00000604,000000005af862fd,000000005af862fd,0
3834,3834,0,12494012,269964225,13775966,277769114,000000004ce319b1,257470213,39962902,39962902,262874404,302837306,257470213,000000004ce319b2,000005fc,000000005af862fe,000000005af862fd,0
3835,3835,0,12494012,269964225,13775966,277769114,000000004ce319b2,257470213,39962902,39962902,262874404,302837306,257470213,000000004ce319b2,00000600,000000005af862ff,000000005af862fe,0
3836,3836,0,12494012,269964225,13775966,277769115,000000004ce319b2,257470214,39962902,39962902,262874405,302837306,257470213,000000004ce319b3,00000604,000000005af86300,000000005af862ff,0
3837,3837,0,12494012,269964226,13775966,277769115,000000004ce319b3,257470214,39962902,39962902,262874405,302837307,257470214,000000004ce319b4,00000604,000000005af86301,000000005af86300,0
3838,3838,0,12494012,269964226,13775966,277769115,000000004ce319b4,257470214,39962902,39962902,262874405,302837307,257470214,000000004ce319b4,00000604,000000005af86301,000000005af86301,0
3839,3839,0,12494012,269964226,13775966,277769115,000000004ce319b4,257470214,39962902,39962902,262874405,302837307,257470214,000000004ce319b5,000005fc,000000005af86302,000000005af86301,0
3840,3840,0,12494012,269964226,13775966,277769115,000000004ce319b5,257470214,39962902,39962902,262874405,302837307,257470214,000000004ce319b5,00000600,000000005af86303,000000005af86302,0
3841,3841,0,12494012,269964226,13775966,277769116,000000004ce319b5,257470215,39962902,39962902,262874406,302837307,257470214,000000004ce319b6,00000604,000000005af86304,000000005af86303,0
3842,3842,0,12494012,269964227,13775966,277769116,000000004ce319b6,257470215,39962902,39962902,262874406,302837308,257470215,000000004ce319b7,00000604,000000005af86305,000000005af86304,0
3843,3843,0,12494012,269964227,13775966,277769116,000000004ce319b7,257470215,39962902,39962902,262874406,302837308,257470215,000000004ce319b7,00000604,000000005af86305,000000005af86305,0
3844,3844,0,12494012,269964227,13775966,277769116,000000004ce319b7,257470215,39962902,39962902,262874406,302837308,257470215,000000004ce319b8,000005fc,000000005af86306,000000005af86305,0
3845,3845,0,12494012,269964227,13775966,277769116,000000004ce319b8,257470215,39962902,39962902,262874406,302837308,257470215,000000004ce319b8,00000600,000000005af86307,000000005af86306,0
3846,3846,0,12494012,269964227,13775966,277769117,000000004ce319b8,257470216,39962902,39962902,262874407,302837308,257470215,000000004ce319b9,00000604,000000005af86308,000000005af86307,0
3847,3847,0,12494012,269964228,13775966,277769117,000000004ce319b9,257470216,39962902,39962902,262874407,302837309,257470216,000000004ce319ba,00000604,000000005af86309,000000005af86308,0
3848,3848,0,12494012,269964228,13775966,277769117,000000004ce319ba,257470216,39962902,39962902,262874407,302837309,257470216,000000004ce319ba,00000604,000000005af86309,000000005af86309,0
3849,3849,0,12494012,269964228,13775966,277769117,000000004ce319ba,257470216,39962902,39962902,262874407,302837309,257470216,000000004ce319bb,000005fc,000000005af8630a,000000005af86309,0
3850,3850,0,12494012,269964228,13775966,277769117,000000004ce319bb,257470216,39962902,39962902,262874407,302837309,257470216,000000004ce319bb,00000600,000000005af8630b,000000005af8630a,0
3851,3851,0,12494012,269964228,13775966,277769118,000000004ce319bb,257470217,39962902,39962902,262874408,302837309,257470216,000000004ce319bc,00000604,000000005af8630c,000000005af8630b,0
3852,3852,0,12494012,269964229,13775966,277769118,000000004ce319bc,257470217,39962902,39962902,262874408,302837310,257470217,000000004ce319bd,00000604,000000005af8630d,000000005af8630c,0
3853,3853,0,12494012,269964229,13775966,277769118,000000004ce319bd,257470217,39962902,39962902,262874408,302837310,257470217,000000004ce319bd,00000604,000000005af8630d,000000005af8630d,0
3854,3854,0,12494012,269964229,13775966,277769118,000000004ce319bd,257470217,39962902,39962902,262874408,302837310,257470217,000000004ce319be,000005fc,000000005af8630e,000000005af8630d,0
3855,3855,0,12494012,269964229,13775966,277769118,000000004ce319be,257470217,39962902,39962902,262874408,302837310,257470217,000000004ce319be,00000600,000000005af8630f,000000005af8630e,0
3856,3856,0,12494012,269964229,13775966,277769119,000000004ce319be,257470218,39962902,39962902,262874409,302837310,257470217,000000004ce319bf,00000604,000000005af86310,000000005af8630f,0
3857,3857,0,12494012,269964230,13775966,277769119,000000004ce319bf,257470218,39962902,39962902,262874409,302837311,257470218,000000004ce319c0,00000604,000000005af86311,000000005af86310,0
3858,3858,0,12494012,269964230,13775966,277769119,000000004ce319c0,257470218,39962902,39962902,262874409,302837311,257470218,000000004ce319c0,00000604,000000005af86311,000000005af86311,0
3859,3859,0,12494012,269964230,13775966,277769119,000000004ce319c0,257470218,39962902,39962902,262874409,302837311,257470218,000000004ce319c1,000005fc,000000005af86312,000000005af86311,0
3860,3860,0,12494012,269964230,13775966,277769119,000000004ce319c1,257470218,39962902,39962902,262874409,302837311,257470218,000000004ce319c1,00000600,000000005af86313,000000005af86312,0
3861,3861,0,12494012,269964230,13775966,277769120,000000004ce319c1,257470219,39962902,39962902,262874410,302837311,257470218,000000004ce319c2,00000604,000000005af86314,000000005af86313,0
3862,3862,0,12494012,269964231,13775966,277769120,000000004ce319c2,257470219,39962902,39962902,262874410,302837312,257470219,000000004ce319c3,00000604,000000005af86315,000000005af86314,0
3863,3863,0,12494012,269964231,13775966,277769120,000000004ce319c3,257470219,39962902,39962902,262874410,302837312,257470219,000000004ce319c3,00000604,000000005af86315,000000005af86315,0
3864,3864,0,12494012,269964231,13775966,277769120,000000004ce319c3,257470219,39962902,39962902,262874410,302837312,257470219,000000004ce319c4,000005fc,000000005af86316,000000005af86315,0
3865,3865,0,12494012,269964231,13775966,277769120,000000004ce319c4,257470219,39962902,39962902,262874410,302837312,257470219,000000004ce319c4,00000600,000000005af86317,000000005af86316,0
3866,3866,0,12494012,269964231,13775966,277769121,000000004ce319c4,257470220,39962902,39962902,262874411,302837312,257470219,000000004ce319c5,00000604,000000005af86318,000000005af86317,0
3867,3867,0,12494012,269964232,13775966,277769121,000000004ce319c5,257470220,39962902,39962902,262874411,302837313,257470220,000000004ce319c6,00000604,000000005af86319,000000005af86318,0
3868,3868,0,12494012,269964232,13775966,277769121,000000004ce319c6,257470220,39962902,39962902,262874411,302837313,257470220,000000004ce319c6,00000604,000000005af86319,000000005af86319,0
3869,3869,0,12494012,269964232,13775966,277769121,000000004ce319c6,257470220,39962902,39962902,262874411,302837313,257470220,000000004ce319c7,000005fc,000000005af8631a,000000005af86319,0
3870,3870,0,12494012,269964232,13775966,277769121,000000004ce319c7,257470220,39962902,39962902,262874411,302837313,257470220,000000004ce319c7,00000600,000000005af8631b,000000005af8631a,0
3871,3871,0,12494012,269964232,13775966,277769122,000000004ce319c7,257470221,39962902,39962902,262874412,302837313,257470220,000000004ce319c8,00000604,000000005af8631c,000000005af8631b,0
3872,3872,0,12494012,269964233,13775966,277769122,000000004ce319c8,257470221,39962902,39962902,262874412,302837314,257470221,000000004ce319c9,00000604,000000005af8631d,000000005af8631c,0
3873,3873,0,12494012,269964233,13775966,277769122,000000004ce319c9,257470221,39962902,39962902,262874412,302837314,257470221,000000004ce319c9,00000604,000000005af8631d,000000005af8631d,0
3874,3874,0,12494012,269964233,13775966,277769122,000000004ce319c9,257470221,39962902,39962902,262874412,302837314,257470221,000000004ce319ca,000005fc,000000005af8631e,000000005af8631d,0
3875,3875,0,12494012,269964233,13775966,277769122,000000004ce319ca,257470221,39962902,39962902,262874412,302837314,257470221,000000004ce319ca,00000600,000000005af8631f,000000005af8631e,0
3876,3876,0,12494012,269964233,13775966,277769123,000000004ce319ca,257470222,39962902,39962902,262874413,302837314,257470221,000000004ce319cb,00000604,000000005af86320,000000005af8631f,0
3877,3877,0,12494012,269964234,13775966,277769123,000000004ce319cb,257470222,39962902,39962902,262874413,302837315,257470222,000000004ce319cc,00000604,000000005af86321,000000005af86320,0
3878,3878,0,12494012,269964234,13775966,277769123,000000004ce319cc,257470222,39962902,39962902,262874413,302837315,257470222,000000004ce319cc,00000604,000000005af86321,000000005af86321,0
3879,3879,0,12494012,269964234,13775966,277769123,000000004ce319cc,257470222,39962902,39962902,262874413,302837315,257470222,000000004ce319cd,000005fc,000000005af86322,000000005af86321,0
3880,3880,0,12494012,269964234,13775966,277769123,000000004ce319cd,257470222,39962902,39962902,262874413,302837315,257470222,000000004ce319cd,00000600,000000005af86323,000000005af86322,0
3881,3881,0,12494012,269964234,13775966,277769124,000000004ce319cd,257470223,39962902,39962902,262874414,302837315,257470222,000000004ce319ce,00000604,000000005af86324,000000005af86323,0
3882,3882,0,12494012,269964235,13775966,277769124,000000004ce319ce,257470223,39962902,39962902,262874414,302837316,257470223,000000004ce319cf,00000604,000000005af86325,000000005af86324,0
3883,3883,0,12494012,269964235,13775966,277769124,000000004ce319cf,257470223,39962902,39962902,262874414,302837316,257470223,000000004ce319cf,00000604,000000005af86325,000000005af86325,0
3884,3884,0,12494012,269964235,13775966,277769124,000000004ce319cf,257470223,39962902,39962902,262874414,302837316,257470223,000000004ce319d0,000005fc,000000005af86326,000000005af86325,0
3885,3885,0,12494012,269964235,13775966,277769124,000000004ce319d0,257470223,39962902,39962902,262874414,302837316,257470223,000000004ce319d0,00000600,000000005af86327,000000005af86326,0
3886,3886,0,12494012,269964235,13775966,277769125,000000004ce319d0,257470224,39962902,39962902,262874415,302837316,257470223,000000004ce319d1,00000604,000000005af86328,000000005af86327,0
3887,3887,0,12494012,269964236,13775966,277769125,000000004ce319d1,257470224,39962902,39962902,262874415,302837317,257470224,000000004ce319d2,00000604,000000005af86329,000000005af86328,0
3888,3888,0,12494012,269964236,13775966,277769125,000000004ce319d2,257470224,39962902,39962902,262874415,302837317,257470224,000000004ce319d2,00000604,000000005af86329,000000005af86329,0
3889,3889,0,12494012,269964236,13775966,277769125,000000004ce319d2,257470224,39962902,39962902,262874415,302837317,257470224,000000004ce319d3,000005fc,000000005af8632a,000000005af86329,0
3890,3890,0,12494012,269964236,13775966,277769125,000000004ce319d3,257470224,39962902,39962902,262874415,302837317,257470224,000000004ce319d3,00000600,000000005af8632b,000000005af8632a,0
3891,3891,0,12494012,269964236,13775966,277769126,000000004ce319d3,257470225,39962902,39962902,262874416,302837317,257470224,000000004ce319d4,00000604,000000005af8632c,000000005af8632b,0
3892,3892,0,12494012,269964237,13775966,277769126,000000004ce319d4,257470225,39962902,39962902,262874416,302837318,257470225,000000004ce319d5,00000604,000000005af8632d,000000005af8632c,0
3893,3893,0,12494012,269964237,13775966,277769126,000000004ce319d5,257470225,39962902,39962902,262874416,302837318,257470225,000000004ce319d5,00000604,000000005af8632d,000000005af8632d,0
3894,3894,0,12494012,269964237,13775966,277769126,000000004ce319d5,257470225,39962902,39962902,262874416,302837318,257470225,000000004ce319d6,000005fc,000000005af8632e,000000005af8632d,0
3895,3895,0,12494012,269964237,13775966,277769126,000000004ce319d6,257470225,39962902,39962902,262874416,302837318,257470225,000000004ce319d6,00000600,000000005af8632f,000000005af8632e,0
3896,3896,0,12494012,269964237,13775966,277769127,000000004ce319d6,257470226,39962902,39962902,262874417,302837318,257470225,000000004ce319d7,00000604,000000005af86330,000000005af8632f,0
3897,3897,0,12494012,269964238,13775966,277769127,000000004ce319d7,257470226,39962902,39962902,262874417,302837319,257470226,000000004ce319d8,00000604,000000005af86331,000000005af86330,0
3898,3898,0,12494012,269964238,13775966,277769127,000000004ce319d8,257470226,39962902,39962902,262874417,302837319,257470226,000000004ce319d8,00000604,000000005af86331,000000005af86331,0
3899,3899,0,12494012,269964238,13775966,277769127,000000004ce319d8,257470226,39962902,39962902,262874417,302837319,257470226,000000004ce319d9,000005fc,000000005af86332,000000005af86331,0
3900,3900,0,12494012,269964238,13775966,277769127,000000004ce319d9,257470226,39962902,39962902,262874417,302837319,257470226,000000004ce319d9,00000600,000000005af86333,000000005af86332,0
3901,3901,0,12494012,269964238,13775966,277769128,000000004ce319d9,257470227,39962902,39962902,262874418,302837319,257470226,000000004ce319da,00000604,000000005af86334,000000005af86333,0
3902,3902,0,12494012,269964239,13775966,277769128,000000004ce319da,257470227,39962902,39962902,262874418,302837320,257470227,000000004ce319db,00000604,000000005af86335,000000005af86334,0
3903,3903,0,12494012,269964239,13775966,277769128,000000004ce319db,257470227,39962902,39962902,262874418,302837320,257470227,000000004ce319db,00000604,000000005af86335,000000005af86335,0
3904,3904,0,12494012,269964239,13775966,277769128,000000004ce319db,257470227,39962902,39962902,262874418,302837320,257470227,000000004ce319dc,000005fc,000000005af86336,000000005af86335,0
3905,3905,0,12494012,269964239,13775966,277769128,000000004ce319dc,257470227,39962902,39962902,262874418,302837320,257470227,000000004ce319dc,00000600,000000005af86337,000000005af86336,0
3906,3906,0,12494012,269964239,13775966,277769129,000000004ce319dc,257470228,39962902,39962902,262874419,302837320,257470227,000000004ce319dd,00000604,000000005af86338,000000005af86337,0
3907,3907,0,12494012,269964240,13775966,277769129,000000004ce319dd,257470228,39962902,39962902,262874419,302837321,257470228,000000004ce319de,00000604,000000005af86339,000000005af86338,0
3908,3908,0,12494012,269964240,13775966,277769129,000000004ce319de,257470228,39962902,39962902,262874419,302837321,257470228,000000004ce319de,00000604,000000005af86339,000000005af86339,0
3909,3909,0,12494012,269964240,13775966,277769129,000000004ce319de,257470228,39962902,39962902,262874419,302837321,257470228,000000004ce319df,000005fc,000000005af8633a,000000005af86339,0
3910,3910,0,12494012,269964240,13775966,277769129,000000004ce319df,257470228,39962902,39962902,262874419,302837321,257470228,000000004ce319df,00000600,000000005af8633b,000000005af8633a,0
3911,3911,0,12494012,269964240,13775966,277769130,000000004ce319df,257470229,39962902,39962902,262874420,302837321,257470228,000000004ce319e0,00000604,000000005af8633c,000000005af8633b,0
3912,3912,0,12494012,269964241,13775966,277769130,000000004ce319e0,257470229,39962902,39962902,262874420,302837322,257470229,000000004ce319e1,00000604,000000005af8633d,000000005af8633c,0
3913,3913,0,12494012,269964241,13775966,277769130,000000004ce319e1,257470229,39962902,39962902,262874420,302837322,257470229,000000004ce319e1,00000604,000000005af8633d,000000005af8633d,0
3914,3914,0,12494012,269964241,13775966,277769130,000000004ce319e1,257470229,39962902,39962902,262874420,302837322,257470229,000000004ce319e2,000005fc,000000005af8633e,000000005af8633d,0
3915,3915,0,12494012,269964241,13775966,277769130,000000004ce319e2,257470229,39962902,39962902,262874420,302837322,257470229,000000004ce319e2,00000600,000000005af8633f,000000005af8633e,0
3916,3916,0,12494012,269964241,13775966,277769131,000000004ce319e2,257470230,39962902,39962902,262874421,302837322,257470229,000000004ce319e3,00000604,000000005af86340,000000005af8633f,0
3917,3917,0,12494012,269964242,13775966,277769131,000000004ce319e3,257470230,39962902,39962902,262874421,302837323,257470230,000000004ce319e4,00000604,000000005af86341,000000005af86340,0
3918,3918,0,12494012,269964242,13775966,277769131,000000004ce319e4,257470230,39962902,39962902,262874421,302837323,257470230,000000004ce319e4,00000604,000000005af86341,000000005af86341,0
3919,3919,0,12494012,269964242,13775966,277769131,000000004ce319e4,257470230,39962902,39962902,262874421,302837323,257470230,000000004ce319e5,000005fc,000000005af86342,000000005af86341,0
3920,3920,0,12494012,269964242,13775966,277769131,000000004ce319e5,257470230,39962902,39962902,262874421,302837323,257470230,000000004ce319e5,00000600,000000005af86343,000000005af86342,0
3921,3921,0,12494012,269964242,13775966,277769132,000000004ce319e5,257470231,39962902,39962902,262874422,302837323,257470230,000000004ce319e6,00000604,000000005af86344,000000005af86343,0
3922,3922,0,12494012,269964243,13775966,277769132,000000004ce319e6,257470231,39962902,39962902,262874422,302837324,257470231,000000004ce319e7,00000604,000000005af86345,000000005af86344,0
3923,3923,0,12494012,269964243,13775966,277769132,000000004ce319e7,257470231,39962902,39962902,262874422,302837324,257470231,000000004ce319e7,00000604,000000005af86345,000000005af86345,0
3924,3924,0,12494012,269964243,13775966,277769132,000000004ce319e7,257470231,39962902,39962902,262874422,302837324,257470231,000000004ce319e8,000005fc,000000005af86346,000000005af86345,0
3925,3925,0,12494012,269964243,13775966,277769132,000000004ce319e8,257470231,39962902,39962902,262874422,302837324,257470231,000000004ce319e8,00000600,000000005af86347,000000005af86346,0
3926,3926,0,12494012,269964243,13775966,277769133,000000004ce319e8,257470232,39962902,39962902,262874423,302837324,257470231,000000004ce319e9,00000604,000000005af86348,000000005af86347,0
3927,3927,0,12494012,269964244,13775966,277769133,000000004ce319e9,257470232,39962902,39962902,262874423,302837325,257470232,000000004ce319ea,00000604,000000005af86349,000000005af86348,0
3928,3928,0,12494012,269964244,13775966,277769133,000000004ce319ea,257470232,39962902,39962902,262874423,302837325,257470232,000000004ce319ea,00000604,000000005af86349,000000005af86349,0
3929,3929,0,12494012,269964244,13775966,277769133,000000004ce319ea,257470232,39962902,39962902,262874423,302837325,257470232,000000004ce319eb,000005fc,000000005af8634a,000000005af86349,0
3930,3930,0,12494012,269964244,13775966,277769133,000000004ce319eb,257470232,39962902,39962902,262874423,302837325,257470232,000000004ce319eb,00000600,000000005af8634b,000000005af8634a,0
3931,3931,0,12494012,269964244,13775966,277769134,000000004ce319eb,257470233,39962902,39962902,262874424,302837325,257470232,000000004ce319ec,00000604,000000005af8634c,000000005af8634b,0
3932,3932,0,12494012,269964245,13775966,277769134,000000004ce319ec,257470233,39962902,39962902,262874424,302837326,257470233,000000004ce319ed,00000604,000000005af8634d,000000005af8634c,0
3933,3933,0,12494012,269964245,13775966,277769134,000000004ce319ed,257470233,39962902,39962902,262874424,302837326,257470233,000000004ce319ed,00000604,000000005af8634d,000000005af8634d,0
3934,3934,0,12494012,269964245,13775966,277769134,000000004ce319ed,257470233,39962902,39962902,262874424,302837326,257470233,000000004ce319ee,000005fc,000000005af8634e,000000005af8634d,0
3935,3935,0,12494012,269964245,13775966,277769134,000000004ce319ee,257470233,39962902,39962902,262874424,302837326,257470233,000000004ce319ee,00000600,000000005af8634f,000000005af8634e,0
3936,3936,0,12494012,269964245,13775966,277769135,000000004ce319ee,257470234,39962902,39962902,262874425,302837326,257470233,000000004ce319ef,00000604,000000005af86350,000000005af8634f,0
3937,3937,0,12494012,269964246,13775966,277769135,000000004ce319ef,257470234,39962902,39962902,262874425,302837327,257470234,000000004ce319f0,00000604,000000005af86351,000000005af86350,0
3938,3938,0,12494012,269964246,13775966,277769135,000000004ce319f0,257470234,39962902,39962902,262874425,302837327,257470234,000000004ce319f0,00000604,000000005af86351,000000005af86351,0
3939,3939,0,12494012,269964246,13775966,277769135,000000004ce319f0,257470234,39962902,39962902,262874425,302837327,257470234,000000004ce319f1,000005fc,000000005af86352,000000005af86351,0
3940,3940,0,12494012,269964246,13775966,277769135,000000004ce319f1,257470234,39962902,39962902,262874425,302837327,257470234,000000004ce319f1,00000600,000000005af86353,000000005af86352,0
3941,3941,0,12494012,269964246,13775966,277769136,000000004ce319f1,257470235,39962902,39962902,262874426,302837327,257470234,000000004ce319f2,00000604,000000005af86354,000000005af86353,0
3942,3942,0,12494012,269964247,13775966,277769136,000000004ce319f2,257470235,39962902,39962902,262874426,302837328,257470235,000000004ce319f3,00000604,000000005af86355,000000005af86354,0
3943,3943,0,12494012,269964247,13775966,277769136,000000004ce319f3,257470235,39962902,39962902,262874426,302837328,257470235,000000004ce319f3,00000604,000000005af86355,000000005af86355,0
3944,3944,0,12494012,269964247,13775966,277769136,000000004ce319f3,257470235,39962902,39962902,262874426,302837328,257470235,000000004ce319f4,000005fc,000000005af86356,000000005af86355,0
3945,3945,0,12494012,269964247,13775966,277769136,000000004ce319f4,257470235,39962902,39962902,262874426,302837328,257470235,000000004ce319f4,00000600,000000005af86357,000000005af86356,0
3946,3946,0,12494012,269964247,13775966,277769137,000000004ce319f4,257470236,39962902,39962902,262874427,302837328,257470235,000000004ce319f5,00000604,000000005af86358,000000005af86357,0
3947,3947,0,12494012,269964248,13775966,277769137,000000004ce319f5,257470236,39962902,39962902,262874427,302837329,257470236,000000004ce319f6,00000604,000000005af86359,000000005af86358,0
3948,3948,0,12494012,269964248,13775966,277769137,000000004ce319f6,257470236,39962902,39962902,262874427,302837329,257470236,000000004ce319f6,00000604,000000005af86359,000000005af86359,0
3949,3949,0,12494012,269964248,13775966,277769137,000000004ce319f6,257470236,39962902,39962902,262874427,302837329,257470236,000000004ce319f7,000005fc,000000005af8635a,000000005af86359,0
3950,3950,0,12494012,269964248,13775966,277769137,000000004ce319f7,257470236,39962902,39962902,262874427,302837329,257470236,000000004ce319f7,00000600,000000005af8635b,000000005af8635a,0
3951,3951,0,12494012,269964248,13775966,277769138,000000004ce319f7,257470237,39962902,39962902,262874428,302837329,257470236,000000004ce319f8,00000604,000000005af8635c,000000005af8635b,0
